"Date","first_purchase_os_name","totalOS"
"2018-06-15","Mac OS X (iPhone)",80
"2018-07-16","Android",80
"2015-04-14","Windows 8",80
"2018-10-03","Chrome OS",80
"2015-01-22","Windows Vista",80
"2021-01-19","Android",80
"2020-04-03","Android",80
"2014-05-08","Windows Vista",80
"2019-05-18","Android",80
"2021-10-04","Chrome OS",80
"2015-03-10","Windows Vista",80
"2021-06-10","Chrome OS",80
"2014-08-21","Windows Vista",80
"2021-07-12","Chrome OS",80
"2019-12-22","Mac OS X (iPhone)",80
"2016-11-24","Windows 8",80
"2019-08-16","Android",80
"2015-01-22","Windows XP",80
"2014-10-14","Windows XP",80
"2021-09-13","Chrome OS",80
"2013-03-15","Windows Vista",80
"2020-04-05","Chrome OS",80
"2020-07-05","Chrome OS",80
"2020-12-03","Windows 8.1",80
"2013-02-14","Windows Vista",80
"2014-09-30","Windows Vista",80
"2013-07-24","Windows Vista",80
"2015-03-02","Windows 8",80
"2019-01-03","Android",80
"2015-06-11","Windows XP",80
"2013-01-31","Windows 8",80
"2021-07-19","Chrome OS",80
"2021-09-10","Chrome OS",80
"2020-07-03","Android",80
"2013-03-10","Windows 8",80
"2017-11-02","iOS (iPad)",80
"2015-01-29","Windows 8",80
"2015-04-27","Windows 8",80
"2013-09-15","Windows XP",80
"2020-05-11","Android",80
"2012-10-28","Windows 7",80
"2020-01-19","Windows 8.1",80
"2015-08-25","Windows 8",80
"2019-02-17","Mac OS X (iPhone)",80
"2015-05-13","Windows XP",80
"2020-01-26","Windows 8.1",80
"2015-02-27","Windows 8",80
"2018-05-03","Mac OS X (iPhone)",80
"2013-12-04","Windows 8.1",80
"2021-08-18","Chrome OS",80
"2021-08-19","Chrome OS",80
"2019-08-17","Mac OS X (iPhone)",80
"2018-11-08","Mac OS X (iPhone)",80
"2015-08-31","Windows Vista",80
"2021-11-21","Android 1.x",80
"2021-04-27","Android",80
"2013-01-27","Windows Vista",80
"2015-03-27","Windows XP",80
"2015-03-30","Windows 8",80
"2015-04-22","Windows 8",80
"2021-01-26","Android",80
"2014-11-12","Windows XP",80
"2020-11-07","Android 1.x",80
"2013-01-15","Windows 8",80
"2020-07-26","Windows 8.1",80
"2013-03-03","Windows XP",80
"2018-08-02","Mac OS X (iPhone)",80
"2019-05-25","Windows 8.1",80
"2015-02-02","Windows 8",80
"2019-10-20","Mac OS X (iPhone)",80
"2021-08-21","Windows 7",80
"2015-05-07","Windows XP",80
"2020-08-29","Windows 8.1",80
"2021-12-08","Windows 8.1",80
"2016-09-14","Windows 8",80
"2014-07-02","Windows Vista",80
"2014-01-26","Windows Vista",80
"2012-11-04","Windows XP",80
"2020-04-10","Android",80
"2018-01-30","iOS (iPad)",80
"2020-11-22","Android 1.x",80
"2015-01-20","Windows 8",80
"2020-01-20","Chrome OS",79
"2020-10-22","Android",79
"2019-11-16","Android",79
"2019-05-01","Chrome OS",79
"2015-06-09","Windows XP",79
"2018-12-28","Android",79
"2015-03-17","Windows XP",79
"2019-09-01","Mac OS X (iPhone)",79
"2020-02-25","Chrome OS",79
"2014-02-01","Windows XP",79
"2013-05-09","Windows Vista",79
"2020-03-27","Chrome OS",79
"2021-01-12","Android",79
"2021-03-30","Android",79
"2018-06-29","Android",79
"2015-01-16","Windows 8",79
"2013-07-23","Windows Vista",79
"2014-12-27","Windows 8",79
"2013-09-21","Windows XP",79
"2018-12-29","Android",79
"2021-05-03","Windows 8.1",79
"2021-01-28","Android",79
"2015-03-05","Windows XP",79
"2021-04-17","Windows 8.1",79
"2017-10-30","Android",79
"2015-01-20","Windows XP",79
"2020-03-22","Chrome OS",79
"2021-10-02","Windows 7",79
"2019-05-09","Chrome OS",79
"2015-02-04","Windows Vista",79
"2018-07-31","Mac OS X (iPhone)",79
"2020-06-29","Android 1.x",79
"2018-10-08","Android",79
"2015-12-25","Windows XP",79
"2015-05-26","Windows 8",79
"2020-11-01","Android 1.x",79
"2015-03-11","Windows 8",79
"2020-08-30","Chrome OS",79
"2014-01-25","Windows Vista",79
"2021-05-31","Windows 8.1",79
"2021-06-10","Windows 8.1",79
"2020-11-18","Android",79
"2018-08-20","Android",79
"2020-08-25","Android",79
"2014-02-16","Windows Vista",79
"2015-03-30","Windows Vista",79
"2015-04-27","Windows Vista",79
"2020-03-28","Chrome OS",79
"2014-05-04","Windows XP",79
"2021-06-21","Chrome OS",79
"2021-05-28","Chrome OS",79
"2021-03-12","Windows 8.1",79
"2021-11-08","Chrome OS",79
"2021-10-01","Chrome OS",79
"2015-05-11","Windows XP",79
"2015-02-02","Windows XP",79
"2015-10-14","Windows XP",79
"2013-08-22","Windows Vista",79
"2019-10-11","Android",79
"2014-12-04","Windows 8",79
"2021-01-29","Android",79
"2020-02-22","Android",79
"2013-01-29","Windows 8",79
"2020-12-07","Chrome OS",79
"2021-03-13","Chrome OS",79
"2020-02-06","Chrome OS",79
"2014-05-27","Windows Vista",79
"2015-11-27","Android",79
"2021-03-04","Android",79
"2021-05-05","Android",79
"2013-07-29","Windows Vista",79
"2021-07-18","Windows 7",79
"2014-01-19","Windows XP",79
"2020-11-15","Android 1.x",79
"2016-11-03","Windows Vista",78
"2015-01-23","Windows 8",78
"2021-06-14","Chrome OS",78
"2020-09-04","Android 1.x",78
"2019-02-13","iOS (iPad)",78
"2020-10-03","Chrome OS",78
"2014-11-20","Windows XP",78
"2014-09-29","Windows XP",78
"2015-06-23","Windows XP",78
"2014-08-01","Windows XP",78
"2014-08-05","Windows XP",78
"2021-11-10","Chrome OS",78
"2019-11-09","Windows 8.1",78
"2016-11-23","Android",78
"2020-04-03","Chrome OS",78
"2018-11-16","Mac OS X (iPhone)",78
"2018-01-15","Mac OS X (iPhone)",78
"2014-11-07","Windows Vista",78
"2014-03-14","Windows Vista",78
"2018-06-25","Android",78
"2018-02-13","Chrome OS",78
"2020-09-25","Android 1.x",78
"2017-08-24","Android",78
"2021-09-12","Windows 7",78
"2013-05-05","Windows XP",78
"2017-12-25","Windows 8.1",78
"2013-03-24","Windows Vista",78
"2018-06-08","Mac OS X (iPhone)",78
"2021-06-20","Android 1.x",78
"2019-11-10","Mac OS X (iPhone)",78
"2018-02-05","Mac OS X (iPhone)",78
"2021-04-28","Android",78
"2021-10-18","Chrome OS",78
"2020-02-24","Chrome OS",78
"2021-09-27","Chrome OS",78
"2015-06-30","Windows 8",78
"2013-03-02","Windows Vista",78
"2021-03-20","Windows 8.1",78
"2018-12-08","Mac OS X (iPhone)",78
"2016-02-12","Windows Vista",78
"2021-09-17","Chrome OS",78
"2019-03-31","Android",78
"2021-12-09","Chrome OS",78
"2019-04-15","Chrome OS",78
"2014-09-01","Windows Vista",78
"2018-09-14","Mac OS X (iPhone)",78
"2020-10-19","Chrome OS",78
"2012-12-14","Windows Vista",78
"2012-11-12","Windows Vista",78
"2019-11-21","Android",78
"2020-03-22","Windows 8.1",78
"2014-06-12","Windows Vista",78
"2019-03-23","Android",78
"2019-07-13","Windows 8.1",78
"2020-09-19","Android 1.x",78
"2020-01-13","Chrome OS",78
"2016-11-04","Android",78
"2018-11-15","Android",78
"2021-09-26","Android 1.x",78
"2020-12-14","Windows 8.1",78
"2021-02-25","Android",78
"2016-09-15","iOS 9 (iPad)",78
"2020-07-04","Android",78
"2014-05-29","Windows Vista",78
"2020-11-15","Chrome OS",78
"2014-05-22","Windows Vista",78
"2014-05-14","Windows Vista",78
"2019-06-28","Android",78
"2013-11-29","Windows 8.1",78
"2020-11-17","Android",78
"2020-08-21","Android 1.x",78
"2014-07-23","Windows XP",78
"2020-04-13","Android",78
"2019-11-24","Windows 8.1",78
"2020-08-15","Chrome OS",78
"2018-09-10","Android",78
"2020-06-05","Android",78
"2018-11-27","iOS (iPad)",78
"2015-08-12","Windows XP",78
"2019-05-12","Mac OS X (iPhone)",78
"2021-05-27","Windows 8.1",78
"2014-02-15","Windows XP",78
"2019-06-04","Chrome OS",78
"2020-11-05","Android",78
"2020-08-29","Chrome OS",78
"2013-02-17","Windows 8",78
"2020-10-24","Windows 8.1",78
"2013-02-02","Windows XP",78
"2020-10-27","Android",78
"2014-10-17","Windows XP",78
"2013-03-22","Windows Vista",78
"2019-12-21","Mac OS X (iPhone)",78
"2021-01-15","Android",78
"2021-09-04","Windows 7",78
"2020-02-29","Android",78
"2013-01-27","Windows XP",78
"2018-07-09","Android",78
"2015-03-27","Windows 8",78
"2016-06-20","Windows Vista",78
"2013-10-25","Windows Vista",78
"2014-01-11","Windows 8.1",78
"2016-06-15","Windows 8",77
"2020-04-08","Android",77
"2020-10-02","Chrome OS",77
"2020-03-06","Android",77
"2018-07-27","Mac OS X (iPhone)",77
"2014-08-07","Windows Vista",77
"2015-03-25","Windows Vista",77
"2018-11-23","Mac OS X (iPhone)",77
"2021-06-28","Chrome OS",77
"2020-06-19","Android",77
"2014-10-30","Windows Vista",77
"2013-01-05","Windows XP",77
"2013-08-08","Windows Vista",77
"2020-04-11","Chrome OS",77
"2018-05-22","Chrome OS",77
"2021-09-09","Chrome OS",77
"2019-01-19","Android",77
"2018-12-24","Windows 8.1",77
"2021-12-14","Windows 8.1",77
"2021-11-19","Android",77
"2019-04-24","Chrome OS",77
"2021-08-09","Windows 8.1",77
"2013-09-23","Windows Vista",77
"2014-07-23","Windows Vista",77
"2014-06-10","Windows Vista",77
"2013-08-04","Windows XP",77
"2021-12-12","Android 1.x",77
"2014-08-27","Windows Vista",77
"2014-04-13","Windows XP",77
"2015-05-29","Windows 8",77
"2014-09-17","Windows XP",77
"2018-10-24","Mac OS X (iPhone)",77
"2021-01-09","Windows 8.1",77
"2017-02-13","Android",77
"2021-05-17","Windows 8.1",77
"2018-12-13","Android",77
"2020-06-26","Android 1.x",77
"2015-04-13","Windows 8",77
"2020-06-15","Android 1.x",77
"2017-05-22","Mac OS X (iPhone)",77
"2013-11-28","Windows 8.1",77
"2013-12-10","Windows Vista",77
"2013-02-17","Windows Vista",77
"2019-04-13","Android",77
"2018-11-27","Chrome OS",77
"2019-07-13","Mac OS X (iPhone)",77
"2014-12-08","Windows 8",77
"2018-07-30","Android",77
"2019-06-16","Mac OS X (iPhone)",77
"2020-11-08","Android 1.x",77
"2014-08-15","Windows XP",77
"2019-09-18","iOS (iPad)",77
"2019-09-04","Chrome OS",77
"2018-09-05","Chrome OS",77
"2014-11-04","Windows XP",77
"2013-08-15","Windows Vista",77
"2021-04-14","Android",77
"2021-04-16","Windows 8.1",77
"2020-08-10","Android 1.x",77
"2020-05-05","Android 1.x",77
"2013-03-30","Windows Vista",77
"2021-04-11","Chrome OS",77
"2019-08-31","Mac OS X (iPhone)",77
"2015-12-21","Windows XP",77
"2014-09-29","Windows Vista",77
"2014-09-24","Windows XP",77
"2013-12-01","Windows XP",77
"2020-11-06","Chrome OS",77
"2020-12-14","Chrome OS",77
"2019-12-06","Android",77
"2020-06-25","Android 1.x",77
"2021-11-01","Chrome OS",77
"2019-10-27","Mac OS X (iPhone)",77
"2015-08-18","Windows 8",77
"2018-11-12","Android",77
"2013-01-05","Windows Vista",77
"2020-12-13","Chrome OS",77
"2016-11-01","Windows 8",77
"2013-10-11","Windows Vista",77
"2014-02-09","Windows Vista",77
"2019-07-09","Chrome OS",77
"2017-09-14","Windows 8",77
"2018-06-28","Chrome OS",77
"2020-11-04","Android",77
"2021-03-07","Chrome OS",77
"2020-09-26","Android 1.x",77
"2019-07-20","Mac OS X (iPhone)",77
"2019-08-11","Mac OS X (iPhone)",77
"2015-10-02","Windows XP",77
"2018-11-26","iOS (iPad)",77
"2021-05-09","Chrome OS",76
"2020-11-25","Chrome OS",76
"2014-10-03","Windows XP",76
"2019-08-03","Mac OS X (iPhone)",76
"2020-11-30","Android",76
"2020-10-25","Windows 8.1",76
"2013-10-13","Windows Vista",76
"2020-02-27","Chrome OS",76
"2015-07-29","Windows 8",76
"2020-08-22","Chrome OS",76
"2020-06-13","Chrome OS",76
"2013-05-19","Windows XP",76
"2018-09-21","Mac OS X (iPhone)",76
"2015-10-28","Windows Vista",76
"2019-02-03","Android",76
"2017-12-22","Android",76
"2021-06-25","Chrome OS",76
"2015-04-03","Windows Vista",76
"2015-06-05","Windows XP",76
"2020-08-20","Android",76
"2020-05-15","Android",76
"2019-09-11","Android",76
"2018-08-10","Mac OS X (iPhone)",76
"2012-11-28","Windows Vista",76
"2015-06-26","Windows XP",76
"2020-06-08","Android 1.x",76
"2015-01-05","Windows XP",76
"2014-11-14","Windows XP",76
"2020-12-06","Android 1.x",76
"2014-10-06","Windows Vista",76
"2014-08-11","Windows Vista",76
"2014-06-04","Windows Vista",76
"2013-02-10","Windows XP",76
"2019-09-28","Android",76
"2021-08-29","Windows 7",76
"2013-12-06","Windows 8.1",76
"2020-05-29","Android",76
"2018-06-06","iOS (iPad)",76
"2018-08-22","Chrome OS",76
"2015-10-26","Windows 8",76
"2014-03-01","Windows XP",76
"2020-03-03","Chrome OS",76
"2020-01-25","Android",76
"2013-12-31","Windows XP",76
"2021-02-17","Android",76
"2020-11-21","Android 1.x",76
"2015-07-06","Windows 8",76
"2021-12-28","Chrome OS",76
"2018-05-31","Mac OS X (iPhone)",76
"2021-06-03","Windows 8.1",76
"2015-03-03","Windows Vista",76
"2012-11-02","Windows Vista",76
"2021-05-31","Chrome OS",76
"2014-11-07","Windows XP",76
"2014-04-15","Windows Vista",76
"2014-12-26","Windows XP",76
"2015-03-18","Windows XP",76
"2021-06-18","Chrome OS",76
"2018-10-26","Mac OS X (iPhone)",76
"2019-11-17","Mac OS X (iPhone)",76
"2021-09-03","Chrome OS",76
"2019-11-02","Android",76
"2019-04-27","Android",76
"2015-07-01","Windows XP",76
"2019-11-22","Android",76
"2014-05-07","Windows Vista",76
"2015-08-06","Windows XP",76
"2013-05-17","Windows Vista",76
"2015-03-13","Windows XP",76
"2020-02-16","Windows 8.1",76
"2014-09-20","Windows 8",76
"2020-08-09","Chrome OS",76
"2016-11-24","iOS (iPad)",76
"2015-03-12","Windows 8",76
"2021-10-16","Android 1.x",76
"2015-04-09","Windows 8",76
"2021-01-31","Chrome OS",76
"2021-02-24","Android",76
"2021-02-04","Android",76
"2014-11-11","Windows XP",76
"2015-06-25","Windows XP",76
"2013-02-12","Windows 8",76
"2020-07-24","Android 1.x",76
"2020-08-15","Android 1.x",75
"2014-10-08","Windows XP",75
"2014-11-23","Windows 8",75
"2020-04-02","Android",75
"2013-02-01","Windows 8",75
"2014-05-13","Windows Vista",75
"2020-11-13","Chrome OS",75
"2018-11-13","Android",75
"2019-02-24","Android",75
"2012-11-24","Windows XP",75
"2015-01-21","Windows XP",75
"2013-03-02","Windows 8",75
"2019-12-13","Android",75
"2021-03-29","Windows 8.1",75
"2021-10-10","Windows 7",75
"2021-04-15","Android",75
"2020-11-24","Android",75
"2014-10-13","Windows XP",75
"2015-05-29","Windows XP",75
"2014-06-19","Windows XP",75
"2014-07-11","Windows XP",75
"2021-09-07","Windows 8.1",75
"2017-11-03","Android",75
"2021-10-14","Windows 8.1",75
"2020-02-01","Android",75
"2020-12-19","Android 1.x",75
"2015-03-13","Windows 8",75
"2014-09-08","Windows Vista",75
"2021-07-11","Windows 7",75
"2019-01-20","Android",75
"2020-03-12","Chrome OS",75
"2016-12-22","Windows 8",75
"2013-04-27","Windows Vista",75
"2019-05-27","Android",75
"2020-03-29","Chrome OS",75
"2020-03-19","Android",75
"2015-10-26","Windows XP",75
"2021-08-22","Windows 7",75
"2014-03-23","Windows XP",75
"2021-09-02","Chrome OS",75
"2019-10-20","Android",75
"2019-07-23","Chrome OS",75
"2021-02-07","Chrome OS",75
"2019-08-31","Windows 8.1",75
"2013-01-17","Windows 8",75
"2013-04-21","Windows Vista",75
"2020-05-12","Android 1.x",75
"2013-12-11","Windows Vista",75
"2019-11-24","Mac OS X (iPhone)",75
"2019-02-26","Chrome OS",75
"2014-06-27","Windows Vista",75
"2014-03-21","Windows Vista",75
"2013-02-16","Windows XP",75
"2020-03-28","Android",75
"2015-02-18","Windows XP",75
"2013-08-03","Windows XP",75
"2020-10-31","Windows 8.1",75
"2012-12-27","Windows Vista",75
"2013-01-10","Windows 8",75
"2021-05-21","Chrome OS",75
"2013-01-26","Windows Vista",75
"2019-05-30","Android",75
"2013-10-13","Windows XP",75
"2020-09-05","Chrome OS",75
"2016-09-12","Windows XP",75
"2015-03-25","Windows 8",75
"2013-07-04","Windows Vista",75
"2021-01-03","Chrome OS",75
"2013-10-12","Windows XP",75
"2013-07-12","Windows Vista",75
"2014-06-30","Windows Vista",75
"2020-01-07","Chrome OS",75
"2014-01-10","Windows Vista",75
"2014-08-06","Windows Vista",75
"2013-04-19","Windows Vista",75
"2012-12-10","Windows Vista",75
"2018-06-18","Android",75
"2019-07-06","Mac OS X (iPhone)",75
"2019-12-18","Mac OS X (iPhone)",75
"2014-12-28","Windows 8",75
"2016-12-21","Mac OS X (iPhone)",75
"2015-04-21","Windows XP",75
"2014-12-11","Windows 8",75
"2019-01-04","Android",75
"2020-07-12","Chrome OS",75
"2017-12-27","Mac OS X (iPhone)",75
"2019-06-08","Android",75
"2015-03-18","Windows 8",74
"2021-11-07","Windows 7",74
"2015-06-16","Windows Vista",74
"2016-02-15","iOS (iPad)",74
"2015-01-06","Windows 8",74
"2014-10-18","Windows 8",74
"2018-03-14","Windows 8",74
"2013-07-26","Windows Vista",74
"2020-03-11","Android 1.x",74
"2014-07-01","Windows Vista",74
"2020-02-04","Chrome OS",74
"2016-02-12","Mac OS X (iPhone)",74
"2018-03-14","iOS (iPad)",74
"2018-03-15","Chrome OS",74
"2012-11-10","Windows Vista",74
"2019-09-18","Chrome OS",74
"2017-04-18","Windows 8",74
"2012-11-25","Windows XP",74
"2020-07-27","Android",74
"2019-06-15","Android",74
"2015-01-08","Windows 8",74
"2015-06-25","Windows 8",74
"2020-05-25","Chrome OS",74
"2013-08-17","Windows Vista",74
"2018-12-14","Android",74
"2014-10-01","Windows Vista",74
"2020-05-14","Android 1.x",74
"2020-02-08","Android",74
"2018-08-21","Chrome OS",74
"2014-11-13","Windows XP",74
"2014-11-10","Windows XP",74
"2015-07-01","Windows 8",74
"2020-11-20","Chrome OS",74
"2015-12-31","Windows Vista",74
"2013-07-15","Windows Vista",74
"2014-12-15","Windows XP",74
"2017-06-16","Mac OS X (iPhone)",74
"2014-11-05","Windows XP",74
"2015-02-15","Windows 8",74
"2019-06-05","Chrome OS",74
"2020-01-21","Chrome OS",74
"2021-03-19","Windows 8.1",74
"2013-02-02","Windows 8",74
"2020-10-04","Chrome OS",74
"2018-08-31","Android",74
"2013-11-21","Windows 8.1",74
"2015-05-14","Windows XP",74
"2014-04-12","Windows XP",74
"2015-08-04","Windows 8",74
"2021-06-05","Chrome OS",74
"2021-08-20","Chrome OS",74
"2020-12-08","Android",74
"2013-09-08","Windows XP",74
"2020-07-18","Chrome OS",74
"2013-11-24","Windows XP",74
"2020-03-16","Android",74
"2015-05-04","Windows 8",74
"2018-05-04","Mac OS X (iPhone)",74
"2019-06-22","Android",74
"2014-02-28","Windows Vista",74
"2019-08-24","Mac OS X (iPhone)",74
"2013-02-16","Windows Vista",74
"2015-05-22","Windows XP",74
"2015-12-25","Mac OS X (iPhone)",74
"2021-10-03","Android 1.x",74
"2016-11-28","Android",74
"2020-01-01","Chrome OS",74
"2019-02-15","Android",74
"2019-10-25","Android",74
"2019-06-22","Mac OS X (iPhone)",74
"2013-12-31","Windows 8.1",74
"2019-03-30","Android",74
"2015-11-27","Windows Vista",74
"2015-01-15","Windows 8",74
"2015-04-08","Windows XP",74
"2021-11-24","Chrome OS",74
"2015-12-24","Windows 8",74
"2020-02-05","Chrome OS",74
"2020-08-16","Chrome OS",74
"2020-06-27","Android",74
"2013-01-26","Windows XP",74
"2013-10-04","Windows Vista",74
"2020-10-13","Android",74
"2015-10-20","Windows 8",74
"2021-08-01","Windows 7",74
"2019-06-13","Android",74
"2019-02-09","Android",74
"2021-05-14","Windows 8.1",74
"2014-07-28","Windows Vista",74
"2013-12-24","Windows 8",74
"2020-06-15","Chrome OS",74
"2014-07-14","Windows Vista",74
"2020-06-29","Android",74
"2021-11-20","Windows 7",74
"2017-02-15","iOS (iPad)",74
"2015-05-08","Windows XP",74
"2019-05-12","Android",74
"2014-06-09","Windows Vista",74
"2015-01-30","Windows XP",73
"2014-06-23","Windows Vista",73
"2018-05-29","Mac OS X (iPhone)",73
"2020-10-04","Windows 8.1",73
"2015-08-20","Windows 8",73
"2021-05-25","Android",73
"2021-04-06","Android",73
"2020-05-09","Chrome OS",73
"2019-12-19","Android",73
"2021-04-24","Chrome OS",73
"2013-12-15","Windows 8.1",73
"2015-01-12","Windows XP",73
"2018-11-06","Android",73
"2018-11-05","Android",73
"2020-10-23","Chrome OS",73
"2015-11-26","Android",73
"2018-03-28","iOS (iPad)",73
"2018-01-31","Windows 8",73
"2013-12-07","Windows XP",73
"2021-03-27","Chrome OS",73
"2019-03-07","Chrome OS",73
"2020-02-01","Chrome OS",73
"2015-01-01","Windows 8",73
"2013-02-10","Windows Vista",73
"2016-04-05","Mac OS X (iPhone)",73
"2021-06-24","Windows 8.1",73
"2021-03-18","Android",73
"2016-09-12","Windows 8",73
"2021-04-02","Windows 8.1",73
"2020-12-27","Android 1.x",73
"2021-09-20","Chrome OS",73
"2018-12-22","Mac OS X (iPhone)",73
