"Date","first_purchase_os_name","totalOS"
"2018-12-04","Windows Vista",6
"2014-11-18","Android 4.x Tablet",6
"2015-01-05","Android 4.x Tablet",6
"2014-04-08","Android 4.x Mobile",6
"2017-11-18","Windows Vista",6
"2014-04-06","iOS 7 (iPhone)",6
"2014-05-08","Android 4.x Mobile",6
"2013-01-02","iOS 6 (iPad)",6
"2019-02-10","Windows XP",6
"2015-12-06","Mac OS X (iPhone)",6
"2015-11-02","iOS (iPad)",6
"2017-12-23","iOS (iPad)",6
"2016-10-08","iOS 9 (iPad)",6
"2015-02-12","Windows",6
"2015-12-20","Android",6
"2014-09-09","Android 4.x Mobile",6
"2018-08-26","Windows Vista",6
"2017-12-24","Windows Vista",6
"2018-07-05","Windows Vista",6
"2014-03-11","Android 4.x Tablet",6
"2015-01-13","iOS 7 (iPad)",6
"2020-03-04","Windows XP",6
"2021-07-03","Windows 8",6
"2013-02-15","iOS 6 (iPhone)",6
"2014-11-20","iOS 7 (iPad)",6
"2013-10-23","Android 4.x Mobile",6
"2013-09-16","iOS 6 (iPhone)",6
"2015-09-05","Android 4.x Tablet",6
"2017-09-09","Windows Vista",6
"2015-03-02","Android 4.x Tablet",6
"2013-11-13","Linux",6
"2012-12-28","iOS 6 (iPad)",6
"2015-10-19","Android",6
"2015-12-15","Android",6
"2020-12-06","iOS (iPad)",6
"2013-07-26","iOS 6 (iPhone)",6
"2015-03-27","Android 4.x Tablet",6
"2016-04-01","Android 4.x Mobile",6
"2016-10-01","Linux",6
"2013-04-17","iOS 6 (iPad)",6
"2017-08-16","iOS 9 (iPad)",6
"2015-12-09","Android",6
"2013-10-30","iOS 7 (iPhone)",6
"2021-11-24","Windows 8",6
"2014-06-24","Android 4.x Mobile",6
"2015-01-27","iOS (iPad)",6
"2018-06-16","Windows Vista",6
"2016-05-07","iOS 9 (iPad)",6
"2013-09-29","iOS (iPad)",6
"2013-01-20","Linux",6
"2015-10-21","Android",6
"2015-07-06","Windows 10",6
"2021-08-09","iOS (iPad)",6
"2014-07-12","iOS 7 (iPad)",6
"2016-12-16","Linux",6
"2016-07-25","unknown",6
"2021-06-28","iOS (iPad)",6
"2014-09-10","Android 4.x Mobile",6
"2015-10-24","iOS 8 (iPhone)",6
"2021-09-25","Windows 8",6
"2013-12-21","Android 4.x Mobile",6
"2013-04-15","Linux",6
"2016-02-06","Linux",6
"2019-10-31","Android 1.x",6
"2021-10-11","iOS (iPad)",6
"2014-05-29","Android 4.x Tablet",6
"2018-12-18","Windows Vista",6
"2020-12-18","Windows",6
"2013-09-04","Android 4.x Mobile",6
"2016-02-27","unknown",6
"2015-08-17","Android 4.x Mobile",6
"2015-11-10","Mac OS X (iPhone)",6
"2013-08-10","Linux",6
"2014-10-31","Android 4.x Tablet",6
"2020-01-12","Windows 8",6
"2021-03-22","unknown",6
"2014-03-26","Android 4.x Mobile",6
"2016-05-01","unknown",6
"2013-10-28","iOS 6 (iPhone)",6
"2013-10-04","Android 4.x Mobile",6
"2019-10-02","Android 1.x",6
"2019-02-18","Windows Vista",6
"2021-07-10","Windows 8",6
"2013-05-27","Linux",6
"2016-06-17","Android 4.x Mobile",6
"2013-11-30","Linux",6
"2013-06-15","Linux",6
"2015-03-10","Android 4.x Mobile",6
"2021-12-14","Windows 8",6
"2018-12-25","Windows XP",6
"2013-05-22","Linux",6
"2017-06-11","Windows XP",6
"2015-10-30","iOS 7 (iPhone)",6
"2021-08-29","iOS (iPad)",6
"2015-08-20","Android 4.x Mobile",6
"2016-12-08","iOS 9 (iPad)",6
"2012-12-01","Linux",6
"2013-02-26","iOS 5 (iPad)",6
"2021-11-20","iOS (iPad)",6
"2018-12-16","Windows XP",6
"2013-12-31","Linux",6
"2015-05-11","Windows",6
"2017-06-09","iOS 9 (iPad)",6
"2016-11-01","Android 4.x Tablet",6
"2013-05-24","iOS 6 (iPhone)",6
"2013-02-05","Linux",6
"2015-06-30","Android 4.x Tablet",6
"2017-04-23","Linux",6
"2013-11-11","iOS 6 (iPad)",6
"2013-03-14","iOS 6 (iPad)",6
"2018-09-16","Windows Vista",6
"2015-05-25","Mac OS X (iPhone)",6
"2014-04-02","Android 4.x Mobile",6
"2015-05-15","iOS 7 (iPad)",6
"2013-11-13","Android 4.x Mobile",6
"2014-03-02","Android 4.x Mobile",6
"2014-09-06","iOS 7 (iPhone)",6
"2017-03-21","iOS 9 (iPad)",6
"2014-09-22","iOS 7 (iPhone)",6
"2018-06-15","Windows XP",6
"2016-05-06","Android 4.x Mobile",6
"2014-06-09","iOS 7 (iPhone)",6
"2015-03-08","iOS (iPad)",6
"2015-04-15","iOS (iPad)",6
"2013-09-01","Android 4.x Mobile",6
"2014-11-29","iOS 7 (iPad)",6
"2013-12-23","Linux",6
"2014-07-31","Android 4.x Tablet",6
"2020-03-28","iOS (iPad)",6
"2015-07-28","Android 4.x Mobile",6
"2021-12-20","unknown",6
"2018-08-11","Windows XP",6
"2014-04-21","iOS 7 (iPhone)",6
"2018-06-29","Windows XP",6
"2017-05-03","iOS 9 (iPad)",6
"2015-07-14","iOS (iPad)",6
"2016-10-28","iOS 9 (iPad)",6
"2013-06-12","iOS 6 (iPhone)",6
"2017-12-30","Windows XP",6
"2016-11-22","Android 4.x Mobile",6
"2014-05-17","Linux",6
"2015-07-26","Android",6
"2014-07-17","Android 4.x Mobile",6
"2015-06-01","iOS (iPad)",6
"2015-09-02","Android 4.x Tablet",6
"2020-01-27","Windows 8",6
"2019-07-16","Windows Vista",6
"2021-05-28","Windows 8",6
"2015-06-20","Android 4.x Mobile",6
"2018-10-19","Windows Vista",6
"2014-10-24","Android 4.x Tablet",6
"2013-12-24","Linux",6
"2013-08-03","Linux",6
"2021-12-29","Windows 8",6
"2015-11-16","iOS 8 (iPad)",6
"2014-05-10","iOS 7 (iPhone)",6
"2014-04-23","Android 4.x Tablet",6
"2021-01-31","iOS (iPad)",6
"2015-02-24","iOS 7 (iPad)",6
"2021-02-13","iOS (iPad)",6
"2012-11-20","Linux",6
"2019-09-05","Windows XP",6
"2014-10-27","Mac OS X (iPhone)",6
"2015-08-13","iOS 8 (iPad)",6
"2015-07-22","iOS 8 (iPad)",6
"2019-10-20","Windows 8",6
"2013-09-16","Android 4.x Mobile",6
"2015-02-03","Android 4.x Tablet",6
"2017-09-24","Windows Vista",6
"2015-09-24","Android 4.x Tablet",6
"2021-06-12","iOS (iPad)",6
"2015-03-19","Windows",6
"2019-02-19","Windows Vista",6
"2012-12-12","Linux",6
"2020-10-19","iOS (iPad)",6
"2019-05-31","Windows XP",6
"2021-07-14","Windows 8",6
"2021-04-10","iOS (iPad)",6
"2021-03-24","Windows",6
"2014-03-21","Android 4.x Mobile",6
"2016-11-25","iOS 8 (iPad)",6
"2019-08-18","Windows 8",6
"2016-03-02","iOS (iPad)",6
"2014-05-28","Android 4.x Tablet",6
"2021-12-04","Windows 8",6
"2020-11-15","iOS (iPad)",6
"2013-11-22","Android 4.x Mobile",6
"2014-11-17","iOS 7 (iPad)",6
"2014-02-22","iOS 7 (iPad)",6
"2016-09-06","Android 4.x Mobile",6
"2015-05-05","Android 4.x Tablet",6
"2013-02-24","Linux",6
"2014-05-09","Android 4.x Tablet",6
"2014-09-24","Android 4.x Mobile",6
"2013-08-19","iOS 6 (iPhone)",6
"2013-03-22","iOS 6 (iPhone)",6
"2015-10-20","Mac OS X (iPhone)",6
"2015-09-04","Android 4.x Mobile",6
"2017-12-17","Windows XP",6
"2013-12-12","Android 4.x Tablet",5
"2018-12-14","Windows XP",5
"2021-12-10","Windows 8",5
"2017-01-05","iOS 9 (iPhone)",5
"2017-12-27","Windows Vista",5
"2017-05-24","Android 4.x Mobile",5
"2015-10-20","Android",5
"2015-05-23","Windows",5
"2021-01-27","Windows",5
"2014-01-27","iOS 6 (iPad)",5
"2013-04-20","Linux",5
"2014-02-17","iOS 7 (iPhone)",5
"2013-08-02","Android 4.x Mobile",5
"2016-09-22","Mac OS X (iPhone)",5
"2014-12-17","iOS (iPad)",5
"2018-04-15","Windows Vista",5
"2015-02-23","Android 4.x Tablet",5
"2015-06-16","iOS 7 (iPad)",5
"2021-05-21","Windows 8",5
"2018-09-15","Windows Vista",5
"2014-09-20","Android 4.x Tablet",5
"2013-07-27","Linux",5
"2017-10-28","Windows XP",5
"2017-12-29","iOS 9 (iPad)",5
"2021-01-01","Windows",5
"2015-07-30","Android",5
"2018-02-12","iOS 9 (iPad)",5
"2014-11-11","iOS (iPad)",5
"2016-07-01","unknown",5
"2013-10-10","iOS 6 (iPad)",5
"2019-03-11","Windows XP",5
"2018-10-23","Windows XP",5
"2017-10-04","iOS 9 (iPad)",5
"2015-05-29","Android 4.x Tablet",5
"2015-07-14","Android 4.x Tablet",5
"2012-12-14","Linux",5
"2021-03-20","Windows 8",5
"2015-06-03","Android 4.x Tablet",5
"2017-10-07","Windows Vista",5
"2017-01-07","iOS 9 (iPhone)",5
"2015-10-25","iOS 8 (iPad)",5
"2015-05-04","Android 4.x Mobile",5
"2013-10-25","Android 4.x Mobile",5
"2013-03-20","iOS 6 (iPad)",5
"2013-11-17","iOS 7 (iPad)",5
"2013-03-31","Linux",5
"2016-01-16","Linux",5
"2021-05-06","Windows",5
"2015-03-01","iOS (iPad)",5
"2013-11-06","iOS 6 (iPad)",5
"2013-11-08","Linux",5
"2014-09-19","Android 4.x Mobile",5
"2015-04-08","iOS 7 (iPad)",5
"2015-12-30","Android 4.x Mobile",5
"2013-03-17","Linux",5
"2014-01-06","iOS 6 (iPad)",5
"2016-12-20","iOS 9 (iPad)",5
"2017-08-22","Android 4.x Tablet",5
"2013-06-24","iOS 6 (iPhone)",5
"2019-11-22","Android 1.x",5
"2015-11-20","iOS 8 (iPad)",5
"2015-01-21","Mac OS X (iPhone)",5
"2015-09-28","iOS 7 (iPad)",5
"2016-01-18","unknown",5
"2013-04-06","iOS 5 (iPad)",5
"2019-11-24","Android 1.x",5
"2019-12-18","Android 1.x",5
"2013-05-29","iOS 6 (iPhone)",5
"2013-09-30","iOS 6 (iPad)",5
"2015-12-21","iOS 8 (iPhone)",5
"2020-12-01","Windows",5
"2015-07-24","iOS 7 (iPad)",5
"2018-11-15","Windows Vista",5
"2013-05-25","iOS 6 (iPad)",5
"2021-04-23","Windows 8",5
"2015-08-19","Android 4.x Tablet",5
"2015-04-24","iOS 7 (iPad)",5
"2013-03-15","iOS 6 (iPad)",5
"2016-11-12","iOS 9 (iPad)",5
"2019-07-18","Windows Vista",5
"2013-12-07","iOS 7 (iPad)",5
"2013-04-15","Android 4.x Mobile",5
"2018-03-15","iOS 9 (iPad)",5
"2015-02-08","Android 4.x Mobile",5
"2016-02-15","iOS 7 (iPad)",5
"2015-09-25","iOS 7 (iPad)",5
"2017-12-26","Linux",5
"2019-04-30","Windows XP",5
"2020-09-29","unknown",5
"2015-10-03","Android 4.x Mobile",5
"2015-09-23","Android 4.x Mobile",5
"2014-07-22","Android 4.x Tablet",5
"2021-09-26","Linux",5
"2021-01-31","Windows 8",5
"2021-08-07","iOS (iPad)",5
"2018-09-03","Windows Vista",5
"2014-09-26","Android 4.x Tablet",5
"2016-11-05","iOS (iPad)",5
"2018-03-19","Android 4.x Mobile",5
"2014-09-30","iOS (iPad)",5
"2013-09-13","Android 4.x Mobile",5
"2015-09-25","Android 4.x Tablet",5
"2013-05-31","iOS 6 (iPhone)",5
"2017-06-18","iOS 9 (iPad)",5
"2013-12-09","Android 4.x Mobile",5
"2016-01-20","Android 4.x Tablet",5
"2013-05-07","Android 4.x Mobile",5
"2019-07-26","Windows XP",5
"2021-01-26","Windows",5
"2013-09-27","Android 4.x Mobile",5
"2015-06-19","iOS 7 (iPad)",5
"2015-05-29","Windows",5
"2015-04-25","Mac OS X (iPhone)",5
"2015-04-27","Android 4.x Mobile",5
"2021-03-28","iOS (iPad)",5
"2013-04-27","Linux",5
"2021-12-15","Windows 8",5
"2014-08-13","iOS 7 (iPhone)",5
"2021-03-09","Windows",5
"2013-06-09","iOS 6 (iPhone)",5
"2020-10-05","iOS (iPad)",5
"2014-02-05","Android 4.x Mobile",5
"2019-05-13","Windows Vista",5
"2013-10-17","Linux",5
"2014-11-14","iOS 7 (iPhone)",5
"2017-11-23","Android 4.x Mobile",5
"2018-07-07","Windows XP",5
"2016-02-11","iOS 8 (iPad)",5
"2014-10-17","iOS 7 (iPad)",5
"2019-04-28","Windows Vista",5
"2014-06-29","Android 4.x Mobile",5
"2016-09-18","Mac OS X (iPhone)",5
"2015-05-19","Android 4.x Mobile",5
"2014-09-18","Android 4.x Tablet",5
"2021-04-19","Windows",5
"2015-02-18","Android 4.x Tablet",5
"2015-11-15","iOS (iPad)",5
"2013-07-14","Linux",5
"2014-10-03","iOS 7 (iPhone)",5
"2013-09-22","Linux",5
"2013-06-18","iOS 6 (iPhone)",5
"2017-11-06","Android 4.x Tablet",5
"2020-12-05","iOS (iPad)",5
"2020-12-08","Windows",5
"2013-07-07","iOS 6 (iPad)",5
"2015-01-24","iOS (iPad)",5
"2015-07-20","Android 4.x Tablet",5
"2018-04-26","iOS 9 (iPad)",5
"2015-10-12","iOS 8 (iPad)",5
"2013-09-23","Mac OS X (iPhone)",5
"2015-06-25","Windows 10",5
"2013-11-24","iOS 6 (iPad)",5
"2021-07-30","Windows 8",5
"2014-11-19","Android 4.x Mobile",5
"2019-04-03","Windows Vista",5
"2014-07-03","Android 4.x Mobile",5
"2013-02-20","iOS 6 (iPhone)",5
"2016-11-06","iOS 9 (iPad)",5
"2015-06-01","iOS 7 (iPad)",5
"2015-12-28","iOS 8 (iPad)",5
"2015-02-06","Windows",5
"2013-06-05","Android 4.x Mobile",5
"2015-08-19","Android",5
"2016-06-30","unknown",5
"2015-06-05","Android 4.x Tablet",5
"2015-08-10","Android 4.x Tablet",5
"2021-12-24","Windows 8",5
"2018-09-24","Windows XP",5
"2021-04-07","Windows",5
"2013-05-04","Linux",5
"2018-05-08","iOS 9 (iPad)",5
"2015-07-04","iOS (iPad)",5
"2013-12-11","iOS 7 (iPhone)",5
"2015-04-29","iOS 7 (iPad)",5
"2021-11-14","Windows 8",5
"2021-08-13","iOS (iPad)",5
"2015-06-06","Android 4.x Mobile",5
"2015-04-05","Android 4.x Mobile",5
"2015-01-06","iOS 7 (iPhone)",5
"2018-11-18","Windows XP",5
"2014-10-14","iOS (iPad)",5
"2019-04-07","Windows Vista",5
"2014-10-05","Android 4.x Mobile",5
"2021-12-03","iOS (iPad)",5
"2015-03-05","iOS 7 (iPad)",5
"2013-11-05","iOS 6 (iPad)",5
"2015-02-01","iOS (iPad)",5
"2014-12-14","iOS 7 (iPhone)",5
"2013-11-14","Android 4.x Mobile",5
"2015-09-02","iOS 7 (iPhone)",5
"2014-02-20","iOS 6 (iPad)",5
"2015-07-01","Android 4.x Mobile",5
"2014-09-16","iOS 7 (iPhone)",5
"2015-01-02","Mac OS X (iPhone)",5
"2015-12-01","iOS 7 (iPad)",5
"2013-04-09","iOS 6 (iPhone)",5
"2014-03-24","Android 4.x Tablet",5
"2012-11-06","iOS 6 (iPad)",5
"2014-04-01","Android 4.x Tablet",5
"2018-10-13","Windows Vista",5
"2021-03-14","unknown",5
"2019-06-13","Windows XP",5
"2019-12-19","Android 1.x",5
"2020-11-20","Windows 8",5
"2018-04-05","iOS 9 (iPad)",5
"2013-09-09","Android 4.x Mobile",5
"2015-01-21","iOS (iPad)",5
"2017-09-20","iOS 9 (iPad)",5
"2013-05-18","iOS 6 (iPad)",5
"2014-01-28","iOS 7 (iPhone)",5
"2014-11-04","iOS (iPad)",5
"2014-05-19","iOS 6 (iPad)",5
"2017-12-10","Windows XP",5
"2015-01-07","iOS (iPad)",5
"2015-06-05","iOS (iPad)",5
"2015-11-17","Android 4.x Mobile",5
"2018-03-25","Windows XP",5
"2020-12-09","unknown",5
"2018-08-03","Windows Vista",5
"2016-07-06","Android 4.x Mobile",5
"2012-12-03","Linux",5
"2013-04-04","iOS 6 (iPad)",5
"2013-11-08","Android 4.x Mobile",5
"2016-02-24","iOS 8 (iPad)",5
"2015-05-30","iOS (iPad)",5
"2021-08-05","Windows 8",5
"2013-09-28","iOS (iPad)",5
"2013-02-27","iOS 6 (iPhone)",5
"2016-05-18","unknown",5
"2013-04-19","iOS 6 (iPad)",5
"2016-02-19","Android 4.x Mobile",5
"2018-04-28","Windows XP",5
"2016-12-18","iOS 9 (iPhone)",5
"2013-01-26","iOS 6 (iPad)",5
"2014-05-27","Android 4.x Tablet",5
"2014-10-08","Android 4.x Mobile",5
"2016-01-19","unknown",5
"2019-03-16","Windows XP",5
"2019-01-06","Windows Vista",5
"2013-11-16","iOS 6 (iPad)",5
"2014-12-18","iOS 7 (iPad)",5
"2017-06-06","iOS 9 (iPad)",5
"2015-06-22","Android",5
"2016-12-01","iOS 9 (iPad)",5
"2017-09-15","Android 4.x Mobile",5
"2014-01-23","Android 4.x Tablet",5
"2013-09-23","iOS (iPad)",5
"2015-10-28","Android 4.x Mobile",5
"2013-05-09","Linux",5
"2021-07-11","iOS (iPad)",5
"2013-02-13","Linux",5
"2021-11-07","iOS (iPad)",5
"2016-03-10","iOS 8 (iPad)",5
"2018-04-23","iOS 9 (iPad)",5
"2017-02-14","Android 4.x Mobile",5
"2015-04-23","Windows",5
"2014-12-13","iOS (iPad)",5
"2019-03-15","Windows Vista",5
"2016-10-01","iOS (iPad)",5
"2013-06-08","Linux",5
"2020-11-24","Mac OS",5
"2014-06-05","Android 4.x Mobile",5
"2021-03-08","unknown",5
"2015-08-23","unknown",5
"2015-02-16","Android 4.x Mobile",5
"2015-10-02","iOS 8 (iPad)",5
"2013-11-30","iOS 7 (iPad)",5
"2014-01-16","iOS 7 (iPhone)",5
"2021-06-25","iOS (iPad)",5
"2014-01-03","Android 4.x Tablet",5
"2013-07-13","iOS 6 (iPad)",5
"2016-03-13","Android",5
"2012-11-21","iOS 6 (iPad)",5
"2020-11-28","unknown",5
"2021-07-10","iOS (iPad)",5
"2013-10-04","iOS 7 (iPad)",5
"2014-06-08","iOS 7 (iPad)",5
"2015-09-17","Android",5
"2016-05-29","Linux",5
"2015-11-07","iOS 8 (iPad)",5
"2014-12-22","Android 4.x Tablet",5
"2014-03-16","Android 4.x Mobile",5
"2020-05-20","Windows XP",5
"2014-12-31","iOS 6 (iPhone)",5
"2013-03-27","iOS 6 (iPhone)",5
"2013-10-03","Windows 8.1",5
"2014-03-08","iOS 7 (iPad)",5
"2014-11-09","Android 4.x Mobile",5
"2016-01-24","iOS 8 (iPhone)",5
"2017-03-18","iOS 9 (iPhone)",5
"2015-09-18","iOS 8 (iPhone)",5
"2014-08-03","Android 4.x Mobile",5
"2016-01-05","iOS (iPad)",5
"2013-06-23","Android 4.x Mobile",5
"2015-07-31","Android 4.x Tablet",5
"2018-05-19","Windows Vista",5
"2018-05-20","Windows Vista",5
"2014-03-10","iOS 7 (iPhone)",5
"2019-03-19","Windows Vista",5
"2015-04-23","iOS 7 (iPad)",5
"2013-04-15","iOS 6 (iPhone)",5
"2018-12-08","Windows XP",5
"2021-04-25","Windows 8",5
"2021-01-10","unknown",5
"2014-03-14","Android 4.x Mobile",5
"2013-08-15","Linux",5
"2016-08-28","iOS 9 (iPhone)",5
"2013-10-14","Linux",5
"2013-02-26","Linux",5
"2015-02-09","Android 4.x Tablet",5
"2013-12-28","Android 4.x Mobile",5
"2014-07-04","Linux",5
"2015-05-19","iOS (iPad)",5
"2015-09-18","iOS 8 (iPad)",5
"2013-11-18","iOS 7 (iPhone)",5
"2013-09-15","Linux",5
"2015-05-03","Android 4.x Tablet",5
"2013-07-03","iOS 6 (iPhone)",5
"2015-06-04","Android 4.x Tablet",5
"2019-11-18","Android 1.x",5
"2016-01-08","Android 4.x Mobile",5
"2021-06-05","Windows 8",5
"2013-03-01","Linux",5
"2019-03-08","Windows XP",5
"2016-04-06","Android 4.x Tablet",5
"2014-11-30","Android 4.x Tablet",5
"2015-04-28","Android 4.x Mobile",5
"2014-11-22","Linux",5
"2015-05-13","Android",5
"2016-10-10","iOS (iPad)",5
"2014-12-03","iOS (iPad)",5
"2015-03-29","iOS (iPad)",5
"2012-11-23","iOS 6 (iPad)",5
"2017-03-27","iOS 9 (iPad)",5
"2013-12-14","iOS 7 (iPad)",5
"2018-10-21","Windows XP",5
"2021-09-10","iOS (iPad)",5
"2012-12-27","Linux",5
"2018-12-19","iOS 9 (iPad)",5
"2013-06-04","iOS 6 (iPhone)",5
"2015-09-16","iOS 7 (iPad)",5
"2015-05-05","iOS 7 (iPad)",5
"2017-06-22","iOS 9 (iPad)",5
"2018-10-23","Windows Vista",5
"2015-03-14","iOS 7 (iPad)",5
"2019-08-14","Windows XP",5
"2021-09-04","iOS (iPad)",5
"2020-02-20","Windows XP",5
"2014-05-28","Android 4.x Mobile",5
"2016-02-28","Linux",5
"2020-07-11","iOS (iPad)",5
"2015-04-19","Android 4.x Tablet",5
"2017-07-30","iOS (iPad)",5
"2015-03-11","iOS (iPad)",5
"2017-04-21","Android 4.x Tablet",5
"2015-01-26","iOS 7 (iPhone)",5
"2014-04-05","Android 4.x Tablet",5
"2015-11-02","iOS 8 (iPad)",5
"2020-04-03","Windows XP",5
"2021-08-24","Windows 8",5
"2017-08-23","Android 4.x Tablet",5
"2015-11-18","unknown",5
"2013-08-23","Linux",5
"2018-11-09","Windows Vista",5
"2019-02-15","Windows Vista",5
"2015-01-26","iOS 7 (iPad)",5
"2015-05-09","Android 4.x Mobile",5
"2017-11-27","iOS 9 (iPhone)",5
"2016-10-16","iOS 9 (iPad)",5
"2014-08-19","Android 4.x Tablet",5
"2017-12-28","iOS 9 (iPhone)",5
"2014-06-02","iOS 5 (iPad)",5
"2017-08-24","Android 4.x Mobile",5
"2013-11-22","iOS 7 (iPad)",5
"2014-06-27","Android 4.x Tablet",5
"2018-09-29","Windows Vista",5
"2015-09-15","Android 4.x Tablet",5
"2015-09-02","unknown",5
"2015-10-15","iOS 8 (iPad)",5
"2015-12-10","unknown",5
"2020-11-10","unknown",5
"2019-11-26","Windows XP",5
"2021-01-11","Windows 8",5
"2019-09-25","Android 1.x",5
"2014-01-29","iOS 7 (iPhone)",5
"2015-02-01","iOS 7 (iPad)",5
"2015-08-01","Android 4.x Mobile",5
"2021-01-13","Windows",5
"2013-11-05","Android 4.x Mobile",5
"2015-06-10","Mac OS X (iPhone)",5
"2016-12-23","iOS 9 (iPad)",5
"2014-06-12","iOS 7 (iPhone)",5
"2019-12-12","Android 1.x",5
"2017-08-22","Android 4.x Mobile",5
"2013-06-15","iOS 6 (iPad)",5
"2019-06-25","Windows Vista",5
"2016-03-05","unknown",5
"2013-01-27","Linux",5
"2019-02-07","Windows XP",5
"2021-03-21","unknown",5
"2021-10-22","iOS (iPad)",5
"2012-12-20","iOS 5 (iPad)",5
"2015-11-17","iOS 8 (iPhone)",5
"2015-10-09","iOS 8 (iPad)",5
"2015-10-28","iOS 7 (iPhone)",5
"2018-10-06","Windows XP",5
"2013-03-12","iOS 5 (iPad)",5
"2016-11-21","Android 4.x Mobile",5
"2016-02-12","iOS 8 (iPad)",5
"2013-06-16","iOS 6 (iPad)",5
"2015-08-23","Android",5
"2015-03-21","Android 4.x Tablet",5
"2016-03-24","iOS 8 (iPad)",5
"2015-01-14","Android 4.x Tablet",5
"2015-07-25","Android 4.x Tablet",5
"2014-04-07","Android 4.x Mobile",5
"2021-05-17","Windows 8",5
"2015-01-08","Android 4.x Tablet",5
"2017-12-10","iOS 9 (iPad)",5
"2021-10-18","Windows 8",5
"2017-07-13","iOS 9 (iPad)",5
"2021-11-06","iOS (iPad)",5
"2018-12-24","Windows XP",5
"2014-12-09","Android 4.x Mobile",5
"2014-06-24","Android 4.x Tablet",5
"2017-05-10","iOS 9 (iPad)",5
"2013-10-15","Windows 8.1",5
"2013-09-10","iOS 6 (iPhone)",5
"2020-10-14","unknown",5
"2015-02-05","iOS 6 (iPad)",5
"2015-02-01","Windows",5
"2015-01-08","iOS 7 (iPad)",5
"2020-04-01","Windows Vista",5
"2021-01-12","Windows",5
"2017-04-30","iOS (iPad)",5
"2015-08-31","Android 4.x Tablet",5
"2015-04-01","Android 4.x Tablet",5
"2014-11-30","Mac OS X (iPhone)",5
"2014-07-04","iOS 7 (iPhone)",5
"2014-05-24","Linux",5
"2015-01-22","iOS 7 (iPad)",5
"2014-06-28","Android 4.x Mobile",5
"2015-07-07","iOS 7 (iPad)",5
"2014-01-21","iOS 7 (iPhone)",5
"2017-02-02","iOS 9 (iPad)",5
"2021-08-27","iOS (iPad)",5
"2019-06-03","Windows XP",5
"2015-10-28","iOS 7 (iPad)",5
"2015-07-03","Android 4.x Mobile",5
"2015-07-01","iOS 7 (iPad)",5
"2019-04-02","Windows XP",5
"2019-11-23","Android 1.x",5
"2014-12-10","iOS 7 (iPad)",5
"2014-09-15","iOS 7 (iPhone)",5
"2014-09-15","Android 4.x Tablet",5
"2019-01-23","Windows Vista",5
"2014-12-16","iOS 7 (iPad)",5
"2013-10-31","Android 4.x Tablet",5
"2019-02-04","Windows Vista",5
"2015-08-08","Android",5
"2017-04-26","iOS 9 (iPad)",5
"2021-09-11","iOS (iPad)",5
"2016-01-10","Linux",5
"2012-10-29","Linux",5
"2016-02-10","iOS 7 (iPad)",5
"2013-05-21","iOS 5 (iPad)",5
"2016-11-05","iOS 9 (iPad)",5
"2015-06-06","Mac OS X (iPhone)",5
"2016-01-17","Android 4.x Mobile",5
"2020-09-15","unknown",5
"2016-04-13","Android 4.x Mobile",5
"2013-04-16","iOS 6 (iPhone)",5
"2014-12-17","Android 4.x Mobile",5
"2012-11-22","iOS 5 (iPad)",5
"2013-12-15","iOS 6 (iPad)",5
"2017-03-20","iOS 9 (iPad)",5
"2019-09-04","Windows XP",5
"2017-05-06","iOS (iPad)",5
"2013-08-14","Android 4.x Mobile",5
"2021-07-04","iOS (iPad)",5
"2019-04-22","Windows XP",5
"2018-03-03","Windows XP",5
"2013-05-09","Android 4.x Mobile",5
"2013-06-15","Android 4.x Mobile",5
"2013-04-21","iOS 6 (iPhone)",5
"2015-05-09","iOS (iPad)",5
"2017-05-01","iOS 9 (iPad)",5
"2020-01-23","Windows 8",5
"2019-05-27","Windows Vista",5
"2013-10-05","Android 4.x Mobile",5
"2016-11-25","Android 4.x Tablet",5
"2012-11-25","Linux",5
"2019-10-01","Android 1.x",5
"2021-10-15","Windows 8",5
"2021-02-05","unknown",5
"2013-10-15","iOS 6 (iPad)",5
"2021-12-31","Windows 8",5
"2019-01-25","Windows Vista",5
"2013-12-06","Android 4.x Mobile",5
"2016-02-10","iOS 8 (iPhone)",5
"2015-01-04","Android 4.x Tablet",5
"2016-04-02","Linux",5
"2013-08-24","iOS 6 (iPhone)",5
"2019-02-22","Windows XP",5
"2015-08-30","unknown",5
"2016-10-25","iOS 9 (iPhone)",5
"2019-04-13","Windows XP",5
"2013-04-02","Android 4.x Mobile",5
"2015-01-29","iOS 7 (iPad)",5
"2015-03-23","Windows",5
"2020-12-05","unknown",5
"2018-08-25","Windows Vista",5
"2017-11-22","Android 4.x Mobile",5
"2015-08-24","Android 4.x Mobile",5
"2020-07-31","unknown",5
"2021-05-30","iOS (iPad)",5
"2021-06-13","Windows 8",5
"2014-01-11","Android 4.x Mobile",5
"2017-02-28","iOS 9 (iPhone)",5
"2015-09-18","Android",5
"2016-10-31","Android 4.x Tablet",5
"2015-06-02","Mac OS X (iPhone)",5
"2015-03-16","Windows",5
"2021-08-07","Windows 8",5
"2017-11-26","Windows XP",5
"2014-08-07","Android 4.x Mobile",5
"2018-06-22","Windows Vista",5
"2016-01-23","unknown",5
"2014-12-05","iOS (iPad)",5
"2013-08-31","Linux",5
"2019-05-27","Windows XP",5
"2013-05-12","Linux",5
"2015-11-18","iOS 8 (iPhone)",5
